year,self_employed,number_of_employees,tech_company,mental_health_benefits,mental_health_benefits_awareness,employer_mental_health_discussion,employer_mental_health_learning_resources,mental_health_treatment_anonymity,mental_health_leave_accessibility,mental_health_discussion_comfort_coworkers,mental_health_discussion_comfort_supervisor,mental_health_benefits_binary,mental_health_benefits_awareness_binary,employer_mental_health_discussion_binary,employer_mental_health_learning_resources_binary,mental_health_treatment_anonymity_binary,mental_health_leave_accessibility_binary,mental_health_discussion_comfort_coworkers_binary,mental_health_discussion_comfort_supervisor_binary
2014,No,26-100,No,Yes,Yes,Yes,No,Yes,somewhat easy,some of them,Yes,1,1,1,0,1,0,0,1
2014,No,26-100,No,Yes,Don't know,No,Yes,Don't know,somewhat easy,No,No,1,0,0,1,0,0,0,0
2014,No,100-500,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,26-100,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,some of them,No,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,No,Yes,very easy,Yes,Yes,1,1,0,0,1,0,1,1
2014,No,6-25,Yes,No,No,No,No,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,very easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,Yes,Yes,Yes,No,Yes,Yes,Don't know,some of them,some of them,1,1,0,1,1,0,0,0
2014,No,26-100,No,No,No,No,No,Don't know,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2014,No,500-1000,Yes,Yes,Yes,Don't know,Yes,Yes,somewhat easy,some of them,Yes,1,1,0,1,1,0,0,1
2014,No,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Yes,Yes,1,0,0,0,0,0,1,1
2014,No,more than 1000,No,Don't know,No,No,No,No,very difficult,some of them,No,0,0,0,0,0,0,0,0
2014,No,1-5,Yes,No,Yes,No,No,Don't know,somewhat difficult,Yes,Yes,0,1,0,0,0,0,1,1
2014,No,6-25,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,some of them,Yes,0,0,1,0,0,0,0,1
2014,No,1-5,No,No,Yes,No,No,Don't know,Don't know,some of them,Yes,0,1,0,0,0,0,0,1
2014,No,100-500,Yes,No,No,No,No,No,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,very easy,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Don't know,No,No,No,No,very difficult,No,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,26-100,Yes,No,No,Yes,No,Don't know,Don't know,Yes,some of them,0,0,1,0,0,0,1,0
2014,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,26-100,No,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,1,1,1,1,1,0,1,1
2014,No,100-500,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,more than 1000,No,Yes,Yes,Don't know,Yes,Yes,Don't know,some of them,Yes,1,1,0,1,1,0,0,1
2014,No,6-25,Yes,No,No,No,Yes,Yes,Don't know,Yes,some of them,0,0,0,1,1,0,1,0
2014,No,more than 1000,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,No,Yes,No,No,Yes,very easy,some of them,Yes,0,1,0,0,1,0,0,1
2014,No,6-25,Yes,No,Yes,No,No,Don't know,very difficult,No,No,0,1,0,0,0,0,0,0
2014,No,100-500,Yes,No,No,No,No,Don't know,very easy,No,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,somewhat easy,some of them,Yes,1,1,0,0,0,0,0,1
2014,No,6-25,Yes,Yes,Don't know,No,Don't know,Yes,very easy,some of them,Yes,1,0,0,0,1,0,0,1
2014,No,6-25,Yes,No,No,No,No,No,somewhat difficult,some of them,No,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Yes,Yes,Yes,Yes,Yes,very easy,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,26-100,Yes,Don't know,Don't know,No,No,Don't know,somewhat difficult,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,Yes,Yes,Yes,No,No,Don't know,very easy,some of them,Yes,1,1,0,0,0,0,0,1
2014,No,more than 1000,Yes,Don't know,Don't know,Yes,Yes,Yes,very easy,some of them,No,0,0,1,1,1,0,0,0
2014,No,100-500,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,No,Don't know,No,No,Don't know,Don't know,Don't know,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,No,No,1,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,No,Yes,Don't know,Don't know,somewhat difficult,No,No,1,0,1,0,0,0,0,0
2014,No,26-100,Yes,No,No,No,No,Yes,somewhat easy,No,some of them,0,0,0,0,1,0,0,0
2014,No,more than 1000,No,No,Yes,No,No,No,Don't know,some of them,some of them,0,1,0,0,0,0,0,0
2014,No,26-100,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,some of them,1,1,1,1,0,0,1,0
2014,No,1-5,Yes,No,No,No,No,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,1-5,Yes,No,No,No,No,No,very difficult,No,No,0,0,0,0,0,0,0,0
2014,No,100-500,Yes,Don't know,Don't know,Yes,Don't know,Don't know,somewhat easy,some of them,No,0,0,1,0,0,0,0,0
2014,No,6-25,Yes,Yes,No,No,No,Don't know,Don't know,some of them,some of them,1,0,0,0,0,0,0,0
2014,No,500-1000,No,Don't know,No,No,No,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,Don't know,Don't know,No,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,No,No,No,No,Yes,somewhat easy,some of them,Yes,0,0,0,0,1,0,0,1
2014,No,100-500,No,Yes,Yes,Yes,Yes,Yes,very easy,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,more than 1000,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,some of them,0,0,1,1,0,0,1,0
2014,No,more than 1000,Yes,Don't know,Don't know,No,Yes,Don't know,Don't know,some of them,Yes,0,0,0,1,0,0,0,1
2014,No,6-25,Yes,No,Yes,No,No,Yes,somewhat difficult,Yes,Yes,0,1,0,0,1,0,1,1
2014,No,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,some of them,some of them,1,1,1,1,1,0,0,0
2014,No,26-100,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,some of them,some of them,1,1,0,0,1,0,0,0
2014,No,100-500,No,Don't know,No,Don't know,Don't know,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,100-500,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,Yes,Don't know,Don't know,No,No,Yes,somewhat difficult,some of them,some of them,0,0,0,0,1,0,0,0
2014,No,100-500,No,Yes,No,No,No,Yes,very difficult,No,some of them,1,0,0,0,1,0,0,0
2014,No,more than 1000,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,very difficult,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,No,Don't know,somewhat easy,some of them,Yes,1,1,0,0,0,0,0,1
2014,No,100-500,Yes,Yes,No,No,Don't know,Don't know,Don't know,some of them,Yes,1,0,0,0,0,0,0,1
2014,No,100-500,Yes,Don't know,No,Don't know,Don't know,Don't know,very easy,some of them,No,0,0,0,0,0,0,0,0
2014,No,100-500,No,Yes,Yes,Yes,No,Yes,very easy,Yes,Yes,1,1,1,0,1,0,1,1
2014,No,6-25,Yes,No,Yes,No,No,Don't know,very easy,some of them,Yes,0,1,0,0,0,0,0,1
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,very easy,some of them,No,1,1,1,1,1,0,0,0
2014,No,26-100,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat easy,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,No,Yes,No,No,Don't know,somewhat difficult,some of them,some of them,0,1,0,0,0,0,0,0
2014,No,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Don't know,Don't know,No,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,100-500,Yes,No,No,No,No,Don't know,somewhat difficult,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,1-5,No,No,No,No,No,Yes,very difficult,some of them,some of them,0,0,0,0,1,0,0,0
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Don't know,some of them,some of them,0,1,0,0,0,0,0,0
2014,No,26-100,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2014,No,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,very difficult,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,100-500,No,Yes,Don't know,Yes,Don't know,Don't know,Don't know,some of them,No,1,0,1,0,0,0,0,0
2014,No,more than 1000,Yes,No,Yes,No,No,No,very difficult,No,No,0,1,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,No,Yes,Yes,Don't know,Don't know,some of them,Yes,1,0,1,1,0,0,0,1
2014,No,26-100,Yes,Don't know,No,No,No,No,very difficult,No,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,1-5,No,No,Yes,No,No,Yes,Don't know,some of them,Yes,0,1,0,0,1,0,0,1
2014,No,more than 1000,No,Yes,Yes,No,Yes,Yes,very easy,some of them,No,1,1,0,1,1,0,0,0
2014,No,100-500,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,some of them,some of them,1,0,0,0,0,0,0,0
2014,No,100-500,Yes,Yes,Don't know,Don't know,No,Don't know,Don't know,Yes,Yes,1,0,0,0,0,0,1,1
2014,No,500-1000,No,Don't know,No,No,No,Don't know,somewhat difficult,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,Yes,Yes,Yes,No,No,Yes,very easy,some of them,Yes,1,1,0,0,1,0,0,1
2014,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,Don't know,No,No,No,Don't know,very easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,somewhat difficult,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,more than 1000,No,Don't know,No,No,Don't know,Don't know,very difficult,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,100-500,Yes,Yes,Yes,No,No,Don't know,somewhat difficult,Yes,Yes,1,1,0,0,0,0,1,1
2014,No,more than 1000,Yes,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,some of them,No,0,0,1,0,0,0,0,0
2014,No,26-100,No,Yes,No,No,No,Yes,somewhat difficult,some of them,some of them,1,0,0,0,1,0,0,0
2014,No,100-500,Yes,Don't know,No,Yes,Don't know,Yes,Don't know,some of them,No,0,0,1,0,1,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,some of them,some of them,1,1,1,1,1,0,0,0
2014,No,1-5,Yes,No,Yes,No,No,Don't know,somewhat easy,No,No,0,1,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,Don't know,Yes,Don't know,No,some of them,1,1,0,0,1,0,0,0
2014,No,6-25,No,No,No,No,No,Yes,somewhat easy,some of them,some of them,0,0,0,0,1,0,0,0
2014,No,6-25,Yes,No,No,No,No,Don't know,very difficult,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Don't know,Don't know,Don't know,No,Yes,somewhat easy,some of them,Yes,0,0,0,0,1,0,0,1
2014,No,100-500,Yes,No,No,No,No,Don't know,Don't know,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,No,No,No,No,No,No,Don't know,some of them,No,0,0,0,0,0,0,0,0
2014,No,100-500,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,No,Yes,No,No,Don't know,very difficult,some of them,Yes,0,1,0,0,0,0,0,1
2014,No,more than 1000,No,Yes,Yes,Yes,Yes,Yes,somewhat easy,No,No,1,1,1,1,1,0,0,0
2014,No,6-25,Yes,No,No,No,No,No,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,somewhat easy,Yes,Yes,1,1,0,1,1,0,1,1
2014,No,100-500,Yes,Don't know,No,No,No,Don't know,somewhat difficult,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,No,Yes,Yes,Yes,Yes,Yes,Don't know,some of them,some of them,1,1,1,1,1,0,0,0
2014,No,500-1000,No,Yes,Yes,No,No,Yes,very easy,No,No,1,1,0,0,1,0,0,0
2014,No,26-100,Yes,Yes,No,Yes,No,Yes,somewhat easy,some of them,some of them,1,0,1,0,1,0,0,0
2014,No,more than 1000,No,Don't know,Don't know,No,Don't know,Don't know,Don't know,No,some of them,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,No,No,No,Yes,Don't know,somewhat easy,No,No,0,0,0,1,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,Don't know,Yes,very easy,No,No,1,1,0,0,1,0,0,0
2014,No,26-100,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,Don't know,Don't know,Yes,very easy,some of them,Yes,1,1,0,0,1,0,0,1
2014,No,500-1000,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,some of them,Yes,1,0,1,0,0,0,0,1
2014,No,500-1000,No,Don't know,No,No,No,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,Don't know,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,500-1000,No,Yes,Yes,Yes,Yes,Don't know,somewhat easy,some of them,Yes,1,1,1,1,0,0,0,1
2014,No,100-500,Yes,Yes,No,Don't know,Yes,Don't know,very difficult,some of them,No,1,0,0,1,0,0,0,0
2014,No,500-1000,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,100-500,No,Don't know,Don't know,No,Don't know,Don't know,somewhat difficult,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,Yes,No,No,No,No,Don't know,very difficult,some of them,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,No,Yes,Yes,somewhat difficult,No,No,1,1,0,1,1,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,1,1,1,0,0,0,0,0
2014,No,500-1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,1,1,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,1,1,1,1,1,0,1,1
2014,No,6-25,Yes,No,No,No,No,Don't know,somewhat easy,some of them,No,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Yes,Yes,No,Yes,Don't know,Don't know,some of them,No,1,1,0,1,0,0,0,0
2014,No,26-100,Yes,Don't know,Yes,No,Yes,Don't know,somewhat easy,Yes,Yes,0,1,0,1,0,0,1,1
2014,No,6-25,Yes,Yes,Yes,No,No,Yes,somewhat easy,some of them,Yes,1,1,0,0,1,0,0,1
2014,No,6-25,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,No,Yes,Yes,No,Yes,Yes,somewhat difficult,some of them,some of them,1,1,0,1,1,0,0,0
2014,No,more than 1000,No,No,Yes,Don't know,No,Yes,somewhat difficult,some of them,some of them,0,1,0,0,1,0,0,0
2014,No,500-1000,Yes,Yes,No,Don't know,Don't know,Don't know,very easy,Yes,Yes,1,0,0,0,0,0,1,1
2014,No,more than 1000,Yes,Yes,No,Yes,No,Don't know,Don't know,No,No,1,0,1,0,0,0,0,0
2014,No,500-1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,No,some of them,1,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,somewhat easy,some of them,some of them,1,1,1,1,0,0,0,0
2014,No,100-500,Yes,Yes,No,No,No,Yes,Don't know,Yes,Yes,1,0,0,0,1,0,1,1
2014,No,100-500,Yes,Don't know,No,Don't know,Don't know,Don't know,very easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,6-25,No,Yes,Don't know,Yes,Yes,Yes,somewhat difficult,some of them,Yes,1,0,1,1,1,0,0,1
2014,No,1-5,Yes,Don't know,No,No,Yes,Don't know,very easy,some of them,Yes,0,0,0,1,0,0,0,1
2014,No,100-500,Yes,Yes,Yes,No,Yes,Yes,very difficult,some of them,No,1,1,0,1,1,0,0,0
2014,No,100-500,Yes,No,Don't know,No,No,Don't know,very difficult,No,some of them,0,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,Don't know,Don't know,No,Yes,Yes,very difficult,some of them,some of them,0,0,0,1,1,0,0,0
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,6-25,Yes,Yes,Yes,Yes,Yes,Yes,somewhat difficult,some of them,Yes,1,1,1,1,1,0,0,1
2014,No,more than 1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,some of them,No,1,1,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,very difficult,some of them,some of them,1,1,1,1,1,0,0,0
2014,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,somewhat easy,some of them,Yes,1,1,0,0,1,0,0,1
2014,No,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,some of them,No,1,1,1,1,0,0,0,0
2014,No,more than 1000,Yes,Don't know,No,Don't know,Don't know,Don't know,somewhat easy,some of them,No,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Yes,No,No,Yes,Don't know,some of them,No,1,1,0,0,1,0,0,0
2014,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,somewhat easy,Yes,Yes,1,1,1,1,0,0,1,1
2014,No,more than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,very difficult,some of them,some of them,1,1,0,1,0,0,0,0
2014,No,6-25,Yes,Yes,Yes,Don't know,Don't know,Yes,very easy,some of them,some of them,1,1,0,0,1,0,0,0
2014,No,26-100,No,Don't know,Yes,No,No,No,somewhat easy,some of them,Yes,0,1,0,0,0,0,0,1
2014,No,26-100,Yes,Don't know,Don't know,Yes,No,Yes,somewhat easy,some of them,Yes,0,0,1,0,1,0,0,1
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,very easy,No,Yes,0,0,0,0,0,0,0,1
2014,No,more than 1000,No,Yes,Yes,Yes,Yes,Don't know,somewhat easy,No,some of them,1,1,1,1,0,0,0,0
2014,No,6-25,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,100-500,No,Don't know,No,No,No,Don't know,Don't know,some of them,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,No,Don't know,No,No,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,500-1000,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,500-1000,No,Yes,Yes,Don't know,No,Yes,somewhat easy,No,some of them,1,1,0,0,1,0,0,0
2014,No,6-25,Yes,Yes,No,No,No,No,somewhat easy,No,No,1,0,0,0,0,0,0,0
2014,No,26-100,Yes,No,No,No,No,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,1-5,Yes,No,No,No,No,Don't know,Don't know,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,No,Yes,Yes,No,Yes,No,somewhat easy,some of them,No,1,1,0,1,0,0,0,0
2014,No,100-500,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Don't know,Yes,No,Yes,very easy,Yes,Yes,1,0,1,0,1,0,1,1
2014,No,500-1000,Yes,Don't know,Don't know,No,No,Don't know,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2014,No,26-100,Yes,Yes,Don't know,Yes,Yes,Yes,somewhat easy,No,No,1,0,1,1,1,0,0,0
2014,No,1-5,Yes,No,No,No,No,Yes,somewhat easy,some of them,Yes,0,0,0,0,1,0,0,1
2014,No,6-25,Yes,Yes,No,No,Yes,Don't know,very easy,Yes,Yes,1,0,0,1,0,0,1,1
2014,No,26-100,Yes,Yes,Yes,Yes,Don't know,Yes,very easy,some of them,No,1,1,1,0,1,0,0,0
2014,No,more than 1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,No,No,1,0,0,0,0,0,0,0
2014,No,6-25,Yes,Yes,Yes,No,Don't know,Yes,somewhat easy,Yes,Yes,1,1,0,0,1,0,1,1
2014,No,100-500,Yes,Yes,Yes,No,No,Yes,very easy,Yes,Yes,1,1,0,0,1,0,1,1
2014,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,some of them,No,0,0,0,0,0,0,0,0
2014,No,1-5,Yes,No,Yes,No,No,Yes,very easy,some of them,some of them,0,1,0,0,1,0,0,0
2014,No,500-1000,Yes,Don't know,No,No,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,100-500,No,Yes,Yes,No,Yes,Yes,very easy,Yes,Yes,1,1,0,1,1,0,1,1
2014,No,100-500,Yes,Don't know,Don't know,No,No,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,Yes,1,1,1,1,1,0,0,1
2014,No,more than 1000,No,Yes,Yes,No,Don't know,Don't know,somewhat difficult,some of them,some of them,1,1,0,0,0,0,0,0
2014,No,more than 1000,Yes,Yes,Don't know,Yes,Yes,Yes,Don't know,some of them,some of them,1,0,1,1,1,0,0,0
2014,No,100-500,Yes,Don't know,Don't know,No,No,Yes,very easy,some of them,Yes,0,0,0,0,1,0,0,1
2014,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2014,No,26-100,Yes,Yes,No,No,No,Don't know,Don't know,some of them,No,1,0,0,0,0,0,0,0
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,somewhat easy,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,500-1000,No,Yes,Yes,Yes,Yes,Yes,somewhat easy,some of them,some of them,1,1,1,1,1,0,0,0
2014,No,6-25,Yes,Yes,Yes,Yes,Yes,Don't know,somewhat easy,Yes,Yes,1,1,1,1,0,0,1,1
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,1,1,1,0,0,0,0,0
2014,No,more than 1000,No,Yes,Don't know,Yes,Don't know,Don't know,Don't know,some of them,Yes,1,0,1,0,0,0,0,1
2014,No,6-25,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Yes,Yes,0,0,0,0,1,0,1,1
2014,No,more than 1000,No,Yes,Don't know,Yes,Don't know,Don't know,Don't know,some of them,some of them,1,0,1,0,0,0,0,0
2014,No,26-100,Yes,No,No,No,No,No,very difficult,No,No,0,0,0,0,0,0,0,0
2014,No,100-500,No,Don't know,No,No,Don't know,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Don't know,No,some of them,0,1,0,0,0,0,0,0
2014,No,26-100,Yes,No,No,No,No,Yes,Don't know,Yes,Yes,0,0,0,0,1,0,1,1
2014,No,more than 1000,No,Don't know,No,Don't know,Don't know,Yes,Don't know,some of them,No,0,0,0,0,1,0,0,0
2014,No,6-25,Yes,Yes,No,Don't know,Yes,Yes,Don't know,some of them,Yes,1,0,0,1,1,0,0,1
2014,No,6-25,Yes,Yes,Yes,No,No,Yes,Don't know,some of them,No,1,1,0,0,1,0,0,0
2014,No,more than 1000,No,Yes,Yes,No,No,Don't know,Don't know,some of them,No,1,1,0,0,0,0,0,0
2014,No,100-500,Yes,Yes,Don't know,No,No,Yes,Don't know,some of them,No,1,0,0,0,1,0,0,0
2014,No,6-25,Yes,No,Don't know,No,No,Don't know,somewhat easy,some of them,Yes,0,0,0,0,0,0,0,1
2014,No,26-100,No,No,No,No,No,Don't know,somewhat difficult,No,some of them,0,0,0,0,0,0,0,0
2014,No,more than 1000,Yes,Don't know,Don't know,No,No,Yes,very easy,some of them,some of them,0,0,0,0,1,0,0,0
2014,No,1-5,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,very easy,some of them,some of them,0,0,0,0,0,0,0,0
2014,No,more than 1000,No,Don't know,No,No,Don't know,Don't know,Don't know,some of them,No,0,0,0,0,0,0,0,0
2014,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,very easy,some of them,Yes,1,1,0,0,1,0,0,1
2014,No,more than 1000,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,some of them,No,1,0,0,0,0,0,0,0
2014,No,6-25,Yes,Yes,Yes,Don't know,Yes,Yes,very easy,some of them,some of them,1,1,0,1,1,0,0,0
2014,No,more than 1000,No,Yes,No,No,No,Don't know,somewhat easy,some of them,Yes,1,0,0,0,0,0,0,1
2014,No,100-500,Yes,Don't know,Don't know,No,No,Yes,very difficult,some of them,No,0,0,0,0,1,0,0,0
2014,No,6-25,No,Don't know,No,No,No,Yes,Don't know,some of them,Yes,0,0,0,0,1,0,0,1
2014,No,6-25,Yes,Yes,Don't know,Don't know,Don't know,Don't know,somewhat easy,No,some of them,1,0,0,0,0,0,0,0
2014,No,more than 1000,No,Yes,Yes,No,Don't know,Don't know,somewhat difficult,No,Yes,1,1,0,0,0,0,0,1
2014,No,26-100,No,Yes,Yes,Yes,Yes,Yes,Don't know,some of them,Yes,1,1,1,1,1,0,0,1
